# BUSCO version is: 5.8.0 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
431at4891	Complete	h1tg000009l_path	473519	469737	-	1730.0	1009	https://www.orthodb.org/v10?query=431at4891	L-aminoadipate-semialdehyde dehydrogenase
443at4891	Complete	h1tg000014l_path	684413	689005	+	1095.3	816	https://www.orthodb.org/v10?query=443at4891	Vacuolar membrane-associated protein IML1
455at4891	Complete	h1tg000012l_path	720627	724975	+	954.6	927	https://www.orthodb.org/v10?query=455at4891	Transcription elongation factor Spt6
468at4891	Complete	h1tg000017l_path	583245	578746	-	1493.1	960	https://www.orthodb.org/v10?query=468at4891	P-type ATPase
469at4891	Fragmented	h1tg000004l_path	95174	90696	-	638.8	790	https://www.orthodb.org/v10?query=469at4891	Rho GTPase activation protein
471at4891	Complete	h1tg000011l_path	482713	476219	-	838.0	956	https://www.orthodb.org/v10?query=471at4891	Ras guanine nucleotide exchange factor domain superfamily
510at4891	Complete	h1tg000002l_path	1141218	1144790	+	1177.6	922	https://www.orthodb.org/v10?query=510at4891	Protein MSN5
514at4891	Complete	h1tg000005l_path	41043	45692	+	1244.0	1082	https://www.orthodb.org/v10?query=514at4891	Proteasome component ECM29
515at4891	Complete	h1tg000011l_path	505255	509649	+	1574.0	910	https://www.orthodb.org/v10?query=515at4891	Chromo domain
519at4891	Complete	h1tg000009l_path	227658	235136	+	1812.1	1698	https://www.orthodb.org/v10?query=519at4891	Armadillo-type fold
528at4891	Fragmented	h1tg000012l_path	616149	612094	-	1216.7	779	https://www.orthodb.org/v10?query=528at4891	PurM-like, C-terminal domain
535at4891	Complete	h1tg000009l_path	75537	79760	+	847.2	820	https://www.orthodb.org/v10?query=535at4891	Nucleoporin-domain-containing protein
540at4891	Complete	h1tg000017l_path	67271	62600	-	1035.4	1199	https://www.orthodb.org/v10?query=540at4891	Nucleoporin Nup188
569at4891	Missing
578at4891	Complete	h1tg000002l_path	1063397	1067466	+	884.0	946	https://www.orthodb.org/v10?query=578at4891	pre-mRNA 3'-end processing factor CF II
594at4891	Complete	h1tg000007l_path	733238	730504	-	1563.8	784	https://www.orthodb.org/v10?query=594at4891	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
630at4891	Complete	h1tg000002l_path	801584	796212	-	1753.3	1233	https://www.orthodb.org/v10?query=630at4891	Sec7, C-terminal
631at4891	Complete	h1tg000001l_path	99613	95636	-	1687.6	931	https://www.orthodb.org/v10?query=631at4891	P-type ATPase
652at4891	Complete	h1tg000018l_path	310661	314713	+	684.4	744	https://www.orthodb.org/v10?query=652at4891	Anaphase-promoting complex (APC), subunit 1 (meiotic check point regulator/Tsg24)
662at4891	Complete	h1tg000014l_path	47398	41435	-	604.4	911	https://www.orthodb.org/v10?query=662at4891	Armadillo-type fold
665at4891	Complete	h1tg000002l_path	198179	194583	-	1622.3	983	https://www.orthodb.org/v10?query=665at4891	Coatomer subunit alpha
676at4891	Complete	h1tg000011l_path	90198	93659	+	1567.1	914	https://www.orthodb.org/v10?query=676at4891	P-type ATPase
692at4891	Complete	h1tg000017l_path	730927	725767	-	1398.7	1220	https://www.orthodb.org/v10?query=692at4891	nucleic acid-binding protein
693at4891	Duplicated	h1tg000010l_path	248879	245070	-	980.3	842	https://www.orthodb.org/v10?query=693at4891	MAP kinase kinase kinase
693at4891	Duplicated	h1tg000018l_path	683814	680650	-	959.7	726	https://www.orthodb.org/v10?query=693at4891	MAP kinase kinase kinase
695at4891	Complete	h1tg000014l_path	632796	629446	-	1655.7	889	https://www.orthodb.org/v10?query=695at4891	Carbamoyl-phosphate synthase arginine-specific large chain
707at4891	Complete	h1tg000012l_path	687654	682777	-	267.7	258	https://www.orthodb.org/v10?query=707at4891	Separin
721at4891	Complete	h1tg000003l_path	58760	62812	+	1175.1	805	https://www.orthodb.org/v10?query=721at4891	DNA-directed RNA polymerase
722at4891	Complete	h1tg000007l_path	502873	497932	-	954.5	948	https://www.orthodb.org/v10?query=722at4891	Acetyl-CoA synthetase-like protein
730at4891	Complete	h1tg000002l_path	276979	280267	+	1350.8	815	https://www.orthodb.org/v10?query=730at4891	DNA polymerase
746at4891	Fragmented	h1tg000016l_path	937704	939572	+	725.4	396	https://www.orthodb.org/v10?query=746at4891	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
751at4891	Complete	h1tg000009l_path	84278	81063	-	1654.8	923	https://www.orthodb.org/v10?query=751at4891	Aminoacyl-tRNA synthetase, class Ia
811at4891	Complete	h1tg000007l_path	943840	940592	-	1200.7	753	https://www.orthodb.org/v10?query=811at4891	DNA polymerase gamma
845at4891	Complete	h1tg000016l_path	892953	888958	-	1330.7	996	https://www.orthodb.org/v10?query=845at4891	Elongator complex protein 1
863at4891	Complete	h1tg000013l_path	122684	125722	+	1619.0	851	https://www.orthodb.org/v10?query=863at4891	2-oxoglutarate dehydrogenase E1 component
869at4891	Complete	h1tg000004l_path	121824	125404	+	1454.2	800	https://www.orthodb.org/v10?query=869at4891	ABC transporter, conserved site
960at4891	Complete	h1tg000016l_path	636967	640098	+	1707.1	889	https://www.orthodb.org/v10?query=960at4891	Elongation factor 3
962at4891	Complete	h1tg000007l_path	949649	946776	-	1421.0	803	https://www.orthodb.org/v10?query=962at4891	Alanine--tRNA ligase
982at4891	Complete	h1tg000017l_path	637296	640049	+	1055.3	646	https://www.orthodb.org/v10?query=982at4891	Glycine cleavage system P protein
986at4891	Missing
1006at4891	Missing
1011at4891	Complete	h1tg000018l_path	457714	461892	+	1590.3	928	https://www.orthodb.org/v10?query=1011at4891	DNA topoisomerase 2
1037at4891	Complete	h1tg000018l_path	429960	433864	+	1157.4	780	https://www.orthodb.org/v10?query=1037at4891	DNA polymerase
1038at4891	Fragmented	h1tg000007l_path	558903	555237	-	487.4	517	https://www.orthodb.org/v10?query=1038at4891	Ubiquitin specific protease, conserved site
1088at4891	Complete	h1tg000002l_path	1039938	1042949	+	1165.4	774	https://www.orthodb.org/v10?query=1088at4891	P-loop containing nucleoside triphosphate hydrolase protein
1099at4891	Complete	h1tg000012l_path	210616	213863	+	1056.3	726	https://www.orthodb.org/v10?query=1099at4891	Alpha-mannosidase
1120at4891	Complete	h1tg000004l_path	143210	139665	-	1191.7	714	https://www.orthodb.org/v10?query=1120at4891	Ribosome biogenesis protein BMS1
1180at4891	Missing
1186at4891	Complete	h1tg000018l_path	375196	378354	+	1634.6	863	https://www.orthodb.org/v10?query=1186at4891	RNA cytidine acetyltransferase
1220at4891	Complete	h1tg000002l_path	1030071	1025121	-	1367.8	1052	https://www.orthodb.org/v10?query=1220at4891	Serine/threonine-protein kinase
1221at4891	Complete	h1tg000012l_path	99883	102258	+	976.2	607	https://www.orthodb.org/v10?query=1221at4891	FACT complex subunit SPT16
1226at4891	Complete	h1tg000011l_path	382001	378672	-	1245.0	938	https://www.orthodb.org/v10?query=1226at4891	binding
1228at4891	Complete	h1tg000010l_path	182269	188469	+	875.5	982	https://www.orthodb.org/v10?query=1228at4891	WD40-repeat-containing domain
1240at4891	Complete	h1tg000002l_path	1350762	1346563	-	420.6	593	https://www.orthodb.org/v10?query=1240at4891	Mediator of RNA polymerase II transcription subunit 13
1243at4891	Complete	h1tg000016l_path	686744	683858	-	948.9	672	https://www.orthodb.org/v10?query=1243at4891	Condensin complex subunit 1
1266at4891	Complete	h1tg000002l_path	73871	70644	-	1116.9	793	https://www.orthodb.org/v10?query=1266at4891	NAD-specific glutamate dehydrogenase
1283at4891	Complete	h1tg000002l_path	739998	734905	-	762.0	959	https://www.orthodb.org/v10?query=1283at4891	Protein dopey
1299at4891	Fragmented	h1tg000012l_path	933299	935851	+	1151.8	711	https://www.orthodb.org/v10?query=1299at4891	Exportin-1
1312at4891	Complete	h1tg000014l_path	302815	299126	-	1065.0	869	https://www.orthodb.org/v10?query=1312at4891	Structural maintenance of chromosomes protein
1341at4891	Complete	h1tg000005l_path	261662	258630	-	750.1	607	https://www.orthodb.org/v10?query=1341at4891	KEN domain
1344at4891	Complete	h1tg000012l_path	334636	331307	-	471.0	477	https://www.orthodb.org/v10?query=1344at4891	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
1372at4891	Complete	h1tg000012l_path	662561	666007	+	1100.8	812	https://www.orthodb.org/v10?query=1372at4891	Nrap protein
1378at4891	Complete	h1tg000007l_path	317382	321622	+	1325.3	812	https://www.orthodb.org/v10?query=1378at4891	Paired amphipathic helix
1391at4891	Missing
1392at4891	Complete	h1tg000017l_path	874068	877730	+	810.1	609	https://www.orthodb.org/v10?query=1392at4891	Ubiquitin carboxyl-terminal hydrolase 7, ICP0-binding domain
1425at4891	Complete	h1tg000016l_path	862838	866866	+	835.9	646	https://www.orthodb.org/v10?query=1425at4891	Dbl homology (DH) domain
1426at4891	Complete	h1tg000003l_path	213237	216321	+	928.8	644	https://www.orthodb.org/v10?query=1426at4891	Ferredoxin reductase-type FAD-binding domain
1452at4891	Complete	h1tg000017l_path	158186	153269	-	1276.7	821	https://www.orthodb.org/v10?query=1452at4891	Lysophospholipase NTE1
1483at4891	Complete	h1tg000015l_path	269647	266774	-	523.9	537	https://www.orthodb.org/v10?query=1483at4891	Ras GTPase-activating domain
1491at4891	Complete	h1tg000012l_path	672605	675705	+	1656.0	864	https://www.orthodb.org/v10?query=1491at4891	Aminoacyl-tRNA synthetase, class Ia
1495at4891	Complete	h1tg000002l_path	107213	111023	+	690.0	607	https://www.orthodb.org/v10?query=1495at4891	WD40-repeat-containing domain
1497at4891	Complete	h1tg000014l_path	373672	368624	-	918.7	1074	https://www.orthodb.org/v10?query=1497at4891	Nucleoporin Nup186/Nup192/Nup205
1521at4891	Complete	h1tg000007l_path	136179	133072	-	920.0	764	https://www.orthodb.org/v10?query=1521at4891	Peptidase M16, C-terminal
1523at4891	Complete	h1tg000012l_path	486168	489594	+	1156.0	743	https://www.orthodb.org/v10?query=1523at4891	Calcium-transporting ATPase
1529at4891	Fragmented	h1tg000013l_path	261519	263867	+	857.2	504	https://www.orthodb.org/v10?query=1529at4891	P-type ATPase
1547at4891	Complete	h1tg000009l_path	686787	690140	+	1093.9	732	https://www.orthodb.org/v10?query=1547at4891	Vacuolar cation-chloride cotransporter 1
1597at4891	Complete	h1tg000010l_path	139283	136187	-	1118.5	709	https://www.orthodb.org/v10?query=1597at4891	putative ATP-dependent permease
1609at4891	Complete	h1tg000018l_path	76570	71668	-	785.7	954	https://www.orthodb.org/v10?query=1609at4891	Mon2, C-terminal
1625at4891	Complete	h1tg000002l_path	1135988	1140523	+	1234.0	717	https://www.orthodb.org/v10?query=1625at4891	SNF2-related, N-terminal domain
1627at4891	Missing
1633at4891	Complete	h1tg000002l_path	593934	596585	+	842.3	566	https://www.orthodb.org/v10?query=1633at4891	Trehalose-phosphatase
1642at4891	Complete	h1tg000015l_path	593130	596576	+	268.6	550	https://www.orthodb.org/v10?query=1642at4891	Nucleoporin, Nup133/Nup155-like, C-terminal
1653at4891	Complete	h1tg000012l_path	250274	252671	+	979.9	627	https://www.orthodb.org/v10?query=1653at4891	Coatomer subunit beta'
1655at4891	Complete	h1tg000016l_path	826509	823921	-	989.2	716	https://www.orthodb.org/v10?query=1655at4891	binding
1667at4891	Complete	h1tg000002l_path	1329292	1326326	-	990.8	735	https://www.orthodb.org/v10?query=1667at4891	Peptidase M16, C-terminal
1679at4891	Complete	h1tg000016l_path	919123	915262	-	1238.6	718	https://www.orthodb.org/v10?query=1679at4891	ATP-dependent RNA helicase Ski2, C-terminal
1699at4891	Complete	h1tg000012l_path	190671	187805	-	1192.5	679	https://www.orthodb.org/v10?query=1699at4891	Calcium-transporting ATPase
1708at4891	Complete	h1tg000016l_path	80208	77158	-	885.1	694	https://www.orthodb.org/v10?query=1708at4891	GPI ethanolamine phosphate transferase 3
1760at4891	Complete	h1tg000016l_path	691751	694075	+	1008.9	592	https://www.orthodb.org/v10?query=1760at4891	DNA helicase
1774at4891	Complete	h1tg000012l_path	121101	118054	-	1198.2	666	https://www.orthodb.org/v10?query=1774at4891	DNA helicase
1803at4891	Complete	h1tg000012l_path	49758	52623	+	1054.6	739	https://www.orthodb.org/v10?query=1803at4891	Importin alpha re-exporter
1807at4891	Complete	h1tg000003l_path	150058	152529	+	613.8	583	https://www.orthodb.org/v10?query=1807at4891	Nuclear pore protein
1841at4891	Complete	h1tg000016l_path	278414	275415	-	335.0	525	https://www.orthodb.org/v10?query=1841at4891	Mediator of RNA polymerase II transcription subunit 14
1860at4891	Complete	h1tg000013l_path	83041	80513	-	1286.7	594	https://www.orthodb.org/v10?query=1860at4891	Helicase, C-terminal
1865at4891	Complete	h1tg000014l_path	683131	678816	-	1559.3	917	https://www.orthodb.org/v10?query=1865at4891	Nitrite/Sulfite reductase ferredoxin-like domain
1875at4891	Complete	h1tg000017l_path	419792	415982	-	670.7	737	https://www.orthodb.org/v10?query=1875at4891	Armadillo-type fold
1906at4891	Complete	h1tg000012l_path	1043151	1040002	-	744.9	602	https://www.orthodb.org/v10?query=1906at4891	Transcription initiation factor TFIID subunit 1
1923at4891	Complete	h1tg000011l_path	526945	528786	+	1032.4	541	https://www.orthodb.org/v10?query=1923at4891	ATP-dependent helicase, C-terminal
1936at4891	Complete	h1tg000009l_path	311899	314772	+	1034.2	580	https://www.orthodb.org/v10?query=1936at4891	Chitin synthase
1947at4891	Fragmented	h1tg000015l_path	40556	42259	+	921.3	502	https://www.orthodb.org/v10?query=1947at4891	Ubiquitin-activating enzyme E1
1970at4891	Fragmented	h1tg000017l_path	518224	520245	+	333.4	289	https://www.orthodb.org/v10?query=1970at4891	MIF4G-like, type 1
1979at4891	Complete	h1tg000014l_path	247218	251645	+	602.3	410	https://www.orthodb.org/v10?query=1979at4891	Protein kinase domain
2008at4891	Complete	h1tg000001l_path	150953	147560	-	430.4	576	https://www.orthodb.org/v10?query=2008at4891	RNA polymerase III type 2 promoter sequence-specific DNA binding
2010at4891	Complete	h1tg000009l_path	177543	174943	-	1214.1	638	https://www.orthodb.org/v10?query=2010at4891	DNA helicase
2020at4891	Complete	h1tg000014l_path	343130	345610	+	1236.6	694	https://www.orthodb.org/v10?query=2020at4891	ATP-dependent RNA helicase DOB1
2040at4891	Complete	h1tg000002l_path	1288432	1284905	-	491.9	610	https://www.orthodb.org/v10?query=2040at4891	TRAPP II complex, Trs120
2048at4891	Complete	h1tg000017l_path	891277	888011	-	1138.9	880	https://www.orthodb.org/v10?query=2048at4891	Importin subunit beta-3
2052at4891	Complete	h1tg000014l_path	496297	493169	-	932.8	779	https://www.orthodb.org/v10?query=2052at4891	WD40/YVTN repeat-like-containing domain superfamily
2053at4891	Complete	h1tg000014l_path	58793	56427	-	1178.3	634	https://www.orthodb.org/v10?query=2053at4891	Aconitate hydratase, mitochondrial
2138at4891	Complete	h1tg000009l_path	216394	212663	-	581.0	456	https://www.orthodb.org/v10?query=2138at4891	Sla1
2161at4891	Complete	h1tg000017l_path	844680	847547	+	1038.5	695	https://www.orthodb.org/v10?query=2161at4891	Splicing factor 3B subunit 1
2166at4891	Complete	h1tg000011l_path	342059	339765	-	1263.2	679	https://www.orthodb.org/v10?query=2166at4891	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
2167at4891	Missing
2171at4891	Complete	h1tg000002l_path	22882	25860	+	716.7	612	https://www.orthodb.org/v10?query=2171at4891	Rho GTPase activation protein
2180at4891	Complete	h1tg000002l_path	940821	937921	-	1178.7	771	https://www.orthodb.org/v10?query=2180at4891	Coatomer subunit beta
2193at4891	Complete	h1tg000016l_path	88626	91334	+	1329.0	761	https://www.orthodb.org/v10?query=2193at4891	P-loop containing nucleoside triphosphate hydrolase protein
2203at4891	Complete	h1tg000007l_path	649724	652138	+	1067.5	619	https://www.orthodb.org/v10?query=2203at4891	Glutaminyl-tRNA synthetase
2212at4891	Fragmented	h1tg000009l_path	400117	398645	-	711.4	398	https://www.orthodb.org/v10?query=2212at4891	ATPase, AAA-type, conserved site
2307at4891	Complete	h1tg000016l_path	737700	735418	-	1343.1	665	https://www.orthodb.org/v10?query=2307at4891	Aconitate hydratase, mitochondrial
2368at4891	Complete	h1tg000016l_path	937324	934522	-	1000.8	707	https://www.orthodb.org/v10?query=2368at4891	WD40 repeat
2373at4891	Complete	h1tg000017l_path	270942	268831	-	664.4	417	https://www.orthodb.org/v10?query=2373at4891	Serine/threonine-protein kinase
2385at4891	Complete	h1tg000009l_path	181001	177894	-	880.4	590	https://www.orthodb.org/v10?query=2385at4891	Lon protease homolog, mitochondrial
2413at4891	Complete	h1tg000009l_path	383239	385995	+	530.0	404	https://www.orthodb.org/v10?query=2413at4891	SNF2-related, N-terminal domain
2421at4891	Complete	h1tg000014l_path	64073	67322	+	812.8	610	https://www.orthodb.org/v10?query=2421at4891	Ubiquitin carboxyl-terminal hydrolase 12
2432at4891	Missing
2446at4891	Complete	h1tg000018l_path	191282	196043	+	644.2	703	https://www.orthodb.org/v10?query=2446at4891	Autophagy-related protein 2
2456at4891	Complete	h1tg000001l_path	114912	118244	+	817.4	520	https://www.orthodb.org/v10?query=2456at4891	SNF2-related, N-terminal domain
2459at4891	Complete	h1tg000001l_path	143847	147452	+	575.3	839	https://www.orthodb.org/v10?query=2459at4891	WD40/YVTN repeat-like-containing domain superfamily
2471at4891	Complete	h1tg000018l_path	394644	397529	+	1226.3	780	https://www.orthodb.org/v10?query=2471at4891	Pro-apoptotic serine protease NMA111
2483at4891	Complete	h1tg000010l_path	68358	65965	-	996.3	578	https://www.orthodb.org/v10?query=2483at4891	Histidine biosynthesis trifunctional protein
2485at4891	Complete	h1tg000012l_path	196606	193913	-	1047.1	583	https://www.orthodb.org/v10?query=2485at4891	Putative SWI/SNF family member, DNA-dependent ATPase
2499at4891	Complete	h1tg000018l_path	48087	45376	-	1028.6	702	https://www.orthodb.org/v10?query=2499at4891	Tetratricopeptide repeat
2515at4891	Complete	h1tg000009l_path	273711	270966	-	714.8	632	https://www.orthodb.org/v10?query=2515at4891	binding
2531at4891	Complete	h1tg000017l_path	370192	367859	-	921.0	500	https://www.orthodb.org/v10?query=2531at4891	WD40-repeat-containing domain
2534at4891	Complete	h1tg000012l_path	1027454	1031584	+	960.8	600	https://www.orthodb.org/v10?query=2534at4891	ATPase, AAA-type, conserved site
2539at4891	Complete	h1tg000017l_path	894481	892046	-	565.9	518	https://www.orthodb.org/v10?query=2539at4891	Eukaryotic translation initiation factor 3 subunit C
2543at4891	Complete	h1tg000018l_path	206892	209807	+	376.1	518	https://www.orthodb.org/v10?query=2543at4891	Mediator of RNA polymerase II transcription subunit 16
2548at4891	Complete	h1tg000010l_path	207781	203656	-	816.6	765	https://www.orthodb.org/v10?query=2548at4891	Transcription initiation factor TFIID subunit 2
2549at4891	Complete	h1tg000005l_path	480683	476586	-	1332.8	846	https://www.orthodb.org/v10?query=2549at4891	WD40 repeat
2564at4891	Missing
2565at4891	Complete	h1tg000009l_path	403981	401297	-	644.7	477	https://www.orthodb.org/v10?query=2565at4891	Bromodomain
2568at4891	Complete	h1tg000002l_path	709556	712983	+	865.7	674	https://www.orthodb.org/v10?query=2568at4891	WD40-repeat-containing domain
2611at4891	Complete	h1tg000012l_path	973775	970833	-	1328.0	728	https://www.orthodb.org/v10?query=2611at4891	ATP-dependent 6-phosphofructokinase
2618at4891	Duplicated	h1tg000017l_path	486389	490069	+	1550.3	854	https://www.orthodb.org/v10?query=2618at4891	Myosin-1
2618at4891	Duplicated	h1tg000015l_path	200223	196408	-	1507.9	852	https://www.orthodb.org/v10?query=2618at4891	Myosin-1
2630at4891	Complete	h1tg000009l_path	436936	441291	+	891.4	836	https://www.orthodb.org/v10?query=2630at4891	WD40-repeat-containing domain
2640at4891	Complete	h1tg000009l_path	467234	469603	+	1007.2	538	https://www.orthodb.org/v10?query=2640at4891	Zinc finger, RING-type
2706at4891	Complete	h1tg000016l_path	893738	896125	+	649.9	501	https://www.orthodb.org/v10?query=2706at4891	Vacuole morphology and inheritance protein 14
2716at4891	Complete	h1tg000016l_path	699686	697350	-	879.8	523	https://www.orthodb.org/v10?query=2716at4891	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term
2724at4891	Complete	h1tg000013l_path	212544	214727	+	1160.3	590	https://www.orthodb.org/v10?query=2724at4891	Threonyl-tRNA synthetase
2754at4891	Complete	h1tg000007l_path	1018054	1015913	-	653.6	541	https://www.orthodb.org/v10?query=2754at4891	Eukaryotic translation initiation factor 3 subunit B
2784at4891	Complete	h1tg000012l_path	448696	446579	-	1131.0	586	https://www.orthodb.org/v10?query=2784at4891	Tryptophan synthase
2793at4891	Complete	h1tg000012l_path	446202	443809	-	746.8	558	https://www.orthodb.org/v10?query=2793at4891	Glycosyl hydrolase family 63, N-terminal
2825at4891	Complete	h1tg000016l_path	273886	271655	-	1127.4	600	https://www.orthodb.org/v10?query=2825at4891	Elongation factor G, mitochondrial
2851at4891	Complete	h1tg000016l_path	581935	579488	-	820.6	602	https://www.orthodb.org/v10?query=2851at4891	WD40-repeat-containing domain
2862at4891	Missing
2893at4891	Complete	h1tg000007l_path	861764	866107	+	1208.1	827	https://www.orthodb.org/v10?query=2893at4891	Cation-transporting ATPase
2898at4891	Complete	h1tg000011l_path	295296	297881	+	1070.4	638	https://www.orthodb.org/v10?query=2898at4891	N-acetyl-gamma-glutamyl-phosphate reductase, active site
2905at4891	Complete	h1tg000018l_path	122903	126316	+	390.0	439	https://www.orthodb.org/v10?query=2905at4891	Topoisomerase 1-associated factor 1
2915at4891	Complete	h1tg000007l_path	950519	954294	+	616.6	873	https://www.orthodb.org/v10?query=2915at4891	UDP-glucose:Glycoprotein Glucosyltransferase
2926at4891	Complete	h1tg000014l_path	231363	233711	+	765.8	596	https://www.orthodb.org/v10?query=2926at4891	Ribosome-releasing factor 2, mitochondrial
2971at4891	Complete	h1tg000002l_path	974260	972197	-	973.0	528	https://www.orthodb.org/v10?query=2971at4891	ClpA/B, conserved site 1
2976at4891	Complete	h1tg000012l_path	452600	454285	+	939.3	500	https://www.orthodb.org/v10?query=2976at4891	Glycosyltransferase family 66 protein
2990at4891	Complete	h1tg000012l_path	266023	261908	-	427.1	564	https://www.orthodb.org/v10?query=2990at4891	Zinc finger, PHD-type
2994at4891	Complete	h1tg000002l_path	1117177	1119961	+	754.3	637	https://www.orthodb.org/v10?query=2994at4891	Condensin complex subunit 3
3032at4891	Complete	h1tg000005l_path	239525	241705	+	968.0	586	https://www.orthodb.org/v10?query=3032at4891	Terpene cyclase/mutase family member
3044at4891	Complete	h1tg000012l_path	875287	872280	-	366.8	386	https://www.orthodb.org/v10?query=3044at4891	Mad3/Bub1 homology region 1
3049at4891	Complete	h1tg000009l_path	625654	628070	+	1015.5	604	https://www.orthodb.org/v10?query=3049at4891	DNA replication licensing factor MCM7
3050at4891	Complete	h1tg000012l_path	1021781	1017061	-	1090.7	572	https://www.orthodb.org/v10?query=3050at4891	Methionyl-tRNA synthetase
3060at4891	Complete	h1tg000016l_path	399805	402633	+	1112.8	763	https://www.orthodb.org/v10?query=3060at4891	WD40 repeat
3088at4891	Complete	h1tg000005l_path	246569	248705	+	1136.8	589	https://www.orthodb.org/v10?query=3088at4891	Glutamine-dependent NAD(+) synthetase
3096at4891	Missing
3141at4891	Complete	h1tg000017l_path	247854	250633	+	663.5	536	https://www.orthodb.org/v10?query=3141at4891	Transcription elongation factor SPT5
3174at4891	Fragmented	h1tg000017l_path	178234	175403	-	361.4	510	https://www.orthodb.org/v10?query=3174at4891	WD40/YVTN repeat-like-containing domain superfamily
